state,varroa mites,other pests,diseases,pesticides,other,unknown,quarter,state code,year,initial count,max,lost,added,renovated,period,region,lost perc,renovated perc,new count,end count
New Mexico,86.1,0.3,11.97,10.3,10.0,1.0,Q4,NM,2017,8000.0,8000.0,1900.0,1700.0,283.0,2017Q4,West,24.0,4.0,6100.0,8083.0
New Mexico,42.8,0.5,6.13,1.3,9.4,0.5,Q1,NM,2018,7500.0,7500.0,3900.0,180.0,367.0,2018Q1,West,52.0,5.0,3600.0,4147.0
New Mexico,0.3,0.1,0.3,6.8,0.2,1.0,Q2,NM,2018,1900.0,4300.0,50.0,1700.0,450.0,2018Q2,West,1.0,10.0,1850.0,4000.0
New Mexico,40.8,0.45,2.0,12.3,0.4,0.2,Q3,NM,2018,6000.0,7000.0,1200.0,3800.0,1000.0,2018Q3,West,17.0,14.0,4800.0,9600.0
New Mexico,81.3,0.8,3.7,0.1,8.0,1.2,Q4,NM,2018,8000.0,8000.0,3000.0,50.0,888.0,2018Q4,West,38.0,11.0,5000.0,5938.0
New Mexico,3.5,1.1,0.6,0.08,1.4,0.3,Q1,NM,2019,4800.0,4800.0,170.0,367.0,775.0,2019Q1,West,4.0,16.0,4630.0,5772.0
New Mexico,21.5,15.1,0.75,0.07,1.1,0.22,Q2,NM,2019,3600.0,5150.0,170.0,683.0,662.0,2019Q2,West,5.0,18.0,3430.0,4776.0
New Mexico,39.5,29.1,0.9,0.05,0.8,0.15,Q3,NM,2019,2400.0,5500.0,170.0,1000.0,550.0,2019Q3,West,3.0,10.0,2230.0,3780.0
New Mexico,5.2,0.3,0.4,0.03,2.6,0.08,Q4,NM,2019,6000.0,6000.0,70.0,30.0,10.0,2019Q4,West,1.0,0.0,5930.0,5970.0
New Mexico,2.1,0.15,0.2,0.02,0.7,0.0,Q1,NM,2020,6000.0,6000.0,40.0,120.0,25.0,2020Q1,West,1.0,0.0,5960.0,6105.0
New Mexico,3.0,0.0,0.0,0.0,0.0,0.0,Q2,NM,2020,3100.0,6000.0,1000.0,400.0,40.0,2020Q2,West,17.0,1.0,2100.0,2540.0
New Mexico,33.8,32.9,0.5,0.0,0.5,0.0,Q3,NM,2020,5500.0,5500.0,1600.0,3300.0,760.0,2020Q3,West,29.0,14.0,3900.0,7960.0
New Mexico,15.7,0.0,1.0,0.0,2.0,0.9,Q4,NM,2020,2400.0,3600.0,190.0,80.0,50.0,2020Q4,West,5.0,1.0,2210.0,2340.0
New York,7.6,2.6,0.5,4.4,12.4,8.3,Q1,NY,2015,27000.0,30000.0,6500.0,430.0,950.0,2015Q1,Northeast,22.0,3.0,20500.0,21880.0
New York,19.1,12.5,4.5,4.4,3.3,1.1,Q2,NY,2015,24000.0,34000.0,1100.0,11000.0,1500.0,2015Q2,Northeast,3.0,4.0,22900.0,35400.0
New York,40.0,14.3,5.7,17.1,8.8,1.5,Q3,NY,2015,44000.0,47000.0,6500.0,4400.0,7000.0,2015Q3,Northeast,14.0,15.0,37500.0,48900.0
New York,24.5,2.2,0.8,0.9,0.4,6.2,Q4,NY,2015,45000.0,45000.0,4000.0,260.0,10.0,2015Q4,Northeast,9.0,0.0,41000.0,41270.0
New York,27.5,5.9,1.5,7.6,9.5,2.6,Q1,NY,2016,31000.0,33000.0,4200.0,970.0,600.0,2016Q1,Northeast,13.0,2.0,26800.0,28370.0
New York,20.4,3.1,0.9,11.7,4.1,3.8,Q2,NY,2016,31000.0,46000.0,4000.0,13500.0,1500.0,2016Q2,Northeast,9.0,3.0,27000.0,42000.0
New York,37.4,9.0,5.5,5.2,24.7,2.6,Q3,NY,2016,56000.0,56000.0,10000.0,1900.0,800.0,2016Q3,Northeast,18.0,1.0,46000.0,48700.0
New York,27.8,2.2,3.6,12.5,2.2,2.1,Q4,NY,2016,48000.0,49000.0,9000.0,240.0,130.0,2016Q4,Northeast,18.0,0.0,39000.0,39370.0
New York,20.4,9.4,9.8,4.4,13.2,10.8,Q1,NY,2017,32000.0,33000.0,6000.0,520.0,3815.0,2017Q1,Northeast,18.0,12.0,26000.0,30335.0
New York,22.2,2.1,2.1,2.0,8.9,0.1,Q2,NY,2017,25000.0,43000.0,1300.0,16500.0,7500.0,2017Q2,Northeast,3.0,17.0,23700.0,47700.0
New York,45.1,19.8,6.2,9.4,13.6,1.8,Q3,NY,2017,59000.0,59000.0,6500.0,3100.0,9000.0,2017Q3,Northeast,11.0,15.0,52500.0,64600.0
New York,22.3,12.7,8.0,5.4,0.4,2.6,Q4,NY,2017,51000.0,51000.0,3900.0,820.0,460.0,2017Q4,Northeast,8.0,1.0,47100.0,48380.0
New York,25.3,11.9,1.4,1.9,8.0,6.0,Q1,NY,2018,26000.0,26000.0,3700.0,400.0,170.0,2018Q1,Northeast,14.0,1.0,22300.0,22870.0
New York,39.6,20.0,15.0,6.6,16.7,3.7,Q2,NY,2018,20000.0,42000.0,2700.0,11000.0,2400.0,2018Q2,Northeast,6.0,6.0,17300.0,30700.0
New York,40.7,20.6,18.6,24.4,22.9,10.2,Q3,NY,2018,55000.0,56000.0,3900.0,3600.0,3700.0,2018Q3,Northeast,7.0,7.0,51100.0,58400.0
New York,26.0,4.5,7.8,2.4,7.8,0.7,Q4,NY,2018,53000.0,53000.0,4400.0,1000.0,1500.0,2018Q4,Northeast,8.0,3.0,48600.0,51100.0
New York,10.6,2.5,1.7,1.7,7.7,9.0,Q1,NY,2019,24000.0,24000.0,3400.0,110.0,80.0,2019Q1,Northeast,14.0,0.0,20600.0,20790.0
New York,20.65,7.0,1.45,4.95,5.1,6.4,Q2,NY,2019,44500.0,46500.0,5950.0,1655.0,1890.0,2019Q2,Northeast,13.0,4.0,38550.0,42095.0
New York,30.7,11.5,1.2,8.2,2.5,3.8,Q3,NY,2019,65000.0,69000.0,8500.0,3200.0,3700.0,2019Q3,Northeast,12.0,5.0,56500.0,63400.0
New York,33.3,24.8,3.0,8.7,3.2,4.0,Q4,NY,2019,65000.0,65000.0,10000.0,630.0,510.0,2019Q4,Northeast,15.0,1.0,55000.0,56140.0
New York,6.6,2.9,1.8,4.35,1.7,7.7,Q1,NY,2020,29000.0,36000.0,2500.0,230.0,370.0,2020Q1,Northeast,7.0,1.0,26500.0,27100.0
New York,20.7,2.5,0.6,0.0,3.5,0.5,Q2,NY,2020,34000.0,58000.0,4000.0,6000.0,2800.0,2020Q2,Northeast,7.0,5.0,30000.0,38800.0
New York,18.2,7.8,6.3,3.3,2.1,1.1,Q3,NY,2020,61000.0,61000.0,3600.0,5500.0,1600.0,2020Q3,Northeast,6.0,3.0,57400.0,64500.0
New York,19.2,7.2,0.0,0.0,4.5,4.1,Q4,NY,2020,52000.0,52000.0,4100.0,2400.0,5000.0,2020Q4,Northeast,8.0,10.0,47900.0,55300.0
North Carolina,35.5,2.3,0.1,22.9,6.2,12.2,Q1,NC,2015,24000.0,26000.0,7000.0,6000.0,690.0,2015Q1,South,27.0,3.0,17000.0,23690.0
North Carolina,51.0,14.3,0.3,3.5,5.8,3.0,Q2,NC,2015,19500.0,23000.0,1800.0,5500.0,3300.0,2015Q2,South,8.0,14.0,17700.0,26500.0
North Carolina,33.9,27.9,0.7,7.5,5.7,8.5,Q3,NC,2015,24000.0,24000.0,2900.0,2500.0,1100.0,2015Q3,South,12.0,5.0,21100.0,24700.0
North Carolina,9.6,3.4,0.5,0.4,5.4,3.4,Q4,NC,2015,22000.0,22000.0,2200.0,510.0,70.0,2015Q4,South,10.0,0.0,19800.0,20380.0
North Carolina,9.5,2.5,1.9,2.7,4.0,2.4,Q1,NC,2016,18500.0,24000.0,2600.0,1100.0,230.0,2016Q1,South,11.0,1.0,15900.0,17230.0
North Carolina,51.8,23.5,4.7,33.8,8.3,41.7,Q2,NC,2016,23000.0,24000.0,1600.0,10000.0,550.0,2016Q2,South,7.0,2.0,21400.0,31950.0
North Carolina,27.8,13.4,0.1,2.9,13.4,3.0,Q3,NC,2016,25000.0,25000.0,1400.0,1400.0,1200.0,2016Q3,South,6.0,5.0,23600.0,26200.0
North Carolina,24.0,7.7,1.8,2.2,12.5,1.3,Q4,NC,2016,25000.0,25000.0,5500.0,220.0,50.0,2016Q4,South,22.0,0.0,19500.0,19770.0
North Carolina,34.7,17.4,0.2,1.5,7.2,3.9,Q1,NC,2017,16000.0,23000.0,2500.0,3700.0,1200.0,2017Q1,South,11.0,5.0,13500.0,18400.0
North Carolina,23.4,5.5,2.3,0.8,5.1,1.5,Q2,NC,2017,24000.0,25000.0,3000.0,5000.0,2700.0,2017Q2,South,12.0,11.0,21000.0,28700.0
North Carolina,74.5,36.1,3.3,20.3,7.6,1.8,Q3,NC,2017,26000.0,27000.0,3300.0,4100.0,2900.0,2017Q3,South,12.0,11.0,22700.0,29700.0
North Carolina,64.2,16.3,3.9,1.5,11.7,6.7,Q4,NC,2017,23000.0,23000.0,5000.0,60.0,290.0,2017Q4,South,22.0,1.0,18000.0,18350.0
North Carolina,29.7,10.2,0.3,0.3,13.4,8.0,Q1,NC,2018,18500.0,18500.0,4200.0,2400.0,260.0,2018Q1,South,23.0,1.0,14300.0,16960.0
North Carolina,9.7,2.6,0.5,2.4,14.6,0.8,Q2,NC,2018,16000.0,17500.0,2500.0,4100.0,800.0,2018Q2,South,14.0,5.0,13500.0,18400.0
North Carolina,66.0,17.9,11.4,8.4,11.4,3.1,Q3,NC,2018,18000.0,18000.0,2200.0,2600.0,2000.0,2018Q3,South,12.0,11.0,15800.0,20400.0
North Carolina,53.0,10.4,3.8,2.0,11.1,5.2,Q4,NC,2018,16000.0,16000.0,2700.0,250.0,300.0,2018Q4,South,17.0,2.0,13300.0,13850.0
North Carolina,16.4,2.0,0.2,0.7,2.2,3.4,Q1,NC,2019,10500.0,14500.0,1700.0,750.0,890.0,2019Q1,South,12.0,6.0,8800.0,10440.0
North Carolina,21.65,6.65,9.95,2.35,5.95,4.55,Q2,NC,2019,16250.0,18250.0,2200.0,1275.0,2945.0,2019Q2,South,14.0,18.0,14050.0,18270.0
North Carolina,26.9,11.3,19.7,4.0,9.7,5.7,Q3,NC,2019,22000.0,22000.0,2700.0,1800.0,5000.0,2019Q3,South,12.0,23.0,19300.0,26100.0
North Carolina,44.5,21.0,4.5,2.4,15.7,11.7,Q4,NC,2019,17500.0,18000.0,3200.0,240.0,770.0,2019Q4,South,18.0,4.0,14300.0,15310.0
North Carolina,35.7,7.1,4.8,0.6,1.4,5.1,Q1,NC,2020,15000.0,24000.0,2500.0,2600.0,490.0,2020Q1,South,10.0,2.0,12500.0,15590.0
North Carolina,23.0,5.5,1.9,0.3,1.8,1.4,Q2,NC,2020,24000.0,25000.0,1600.0,6000.0,1300.0,2020Q2,South,6.0,5.0,22400.0,29700.0
North Carolina,70.5,17.9,0.0,0.0,0.0,0.0,Q3,NC,2020,26000.0,27000.0,4600.0,950.0,5500.0,2020Q3,South,17.0,20.0,21400.0,27850.0
North Carolina,37.7,14.0,0.0,5.1,0.6,1.9,Q4,NC,2020,16500.0,22000.0,2500.0,200.0,9000.0,2020Q4,South,11.0,41.0,14000.0,23200.0
North Dakota,1.7,1.7,0.0,0.0,2.5,0.1,Q1,ND,2015,57000.0,120000.0,620.0,1800.0,530.0,2015Q1,Midwest,1.0,0.0,56380.0,58710.0
North Dakota,15.5,3.0,0.1,4.3,4.6,0.3,Q2,ND,2015,121000.0,450000.0,29000.0,39000.0,61000.0,2015Q2,Midwest,6.0,14.0,92000.0,192000.0
North Dakota,33.8,15.5,8.1,12.3,4.1,3.7,Q3,ND,2015,460000.0,500000.0,93000.0,11000.0,22000.0,2015Q3,Midwest,19.0,4.0,367000.0,400000.0
North Dakota,10.8,2.3,1.8,1.5,3.7,2.1,Q4,ND,2015,230000.0,275000.0,35000.0,2700.0,9000.0,2015Q4,Midwest,13.0,3.0,195000.0,206700.0
North Dakota,2.7,3.0,1.95,1.3,0.1,11.7,Q1,ND,2016,89000.0,137000.0,8500.0,4600.0,52000.0,2016Q1,Midwest,6.0,58.0,80500.0,137100.0
North Dakota,16.2,3.7,2.1,1.1,3.6,0.2,Q2,ND,2016,110000.0,530000.0,27000.0,23000.0,95000.0,2016Q2,Midwest,5.0,18.0,83000.0,201000.0
North Dakota,38.0,11.8,6.3,12.9,9.9,3.1,Q3,ND,2016,510000.0,550000.0,71000.0,25000.0,104000.0,2016Q3,Midwest,13.0,19.0,439000.0,568000.0
North Dakota,23.5,7.9,1.5,0.4,2.6,2.2,Q4,ND,2016,385000.0,390000.0,44000.0,13500.0,2500.0,2016Q4,Midwest,11.0,1.0,341000.0,357000.0
North Dakota,0.8,5.95,2.35,2.85,0.2,0.2,Q1,ND,2017,50000.0,123000.0,640.0,1100.0,10.0,2017Q1,Midwest,1.0,0.0,49360.0,50470.0
North Dakota,29.3,4.0,3.2,5.3,3.2,1.0,Q2,ND,2017,115000.0,450000.0,16000.0,31000.0,41000.0,2017Q2,Midwest,4.0,9.0,99000.0,171000.0
North Dakota,42.0,11.9,3.4,8.1,8.1,1.9,Q3,ND,2017,470000.0,490000.0,48000.0,24000.0,100000.0,2017Q3,Midwest,10.0,20.0,422000.0,546000.0
North Dakota,41.7,16.5,0.2,0.5,0.9,0.3,Q4,ND,2017,410000.0,410000.0,26000.0,10000.0,2900.0,2017Q4,Midwest,6.0,1.0,384000.0,396900.0
North Dakota,1.4,0.1,1.1,2.6,0.8,2.3,Q1,ND,2018,66000.0,101000.0,3200.0,2600.0,10.0,2018Q1,Midwest,3.0,0.0,62800.0,65410.0
North Dakota,34.8,7.9,4.9,4.7,4.9,4.3,Q2,ND,2018,74000.0,460000.0,23000.0,23000.0,64000.0,2018Q2,Midwest,5.0,14.0,51000.0,138000.0
North Dakota,52.6,11.5,9.6,10.4,10.9,1.2,Q3,ND,2018,455000.0,490000.0,59000.0,23000.0,14500.0,2018Q3,Midwest,12.0,3.0,396000.0,433500.0
North Dakota,29.5,9.4,8.1,10.6,4.3,4.6,Q4,ND,2018,430000.0,435000.0,29000.0,7500.0,1500.0,2018Q4,Midwest,7.0,0.0,401000.0,410000.0
North Dakota,6.9,9.67,10.3,6.5,0.4,1.3,Q1,ND,2019,92000.0,102000.0,1100.0,10000.0,1300.0,2019Q1,Midwest,1.0,1.0,90900.0,102200.0
North Dakota,27.65,9.93,12.5,7.75,12.05,5.3,Q2,ND,2019,311000.0,316000.0,41050.0,12500.0,9400.0,2019Q2,Midwest,13.0,3.0,269950.0,291850.0
North Dakota,48.4,10.2,14.7,9.0,23.7,9.3,Q3,ND,2019,530000.0,530000.0,81000.0,15000.0,17500.0,2019Q3,Midwest,15.0,3.0,449000.0,481500.0
North Dakota,43.0,7.1,1.8,3.7,2.0,1.7,Q4,ND,2019,420000.0,420000.0,27000.0,3000.0,4300.0,2019Q4,Midwest,6.0,1.0,393000.0,400300.0
North Dakota,0.6,4.4,2.15,3.4,3.1,1.8,Q1,ND,2020,53000.0,82000.0,7500.0,28000.0,21150.0,2020Q1,Midwest,9.0,40.0,45500.0,94650.0
North Dakota,28.8,1.7,2.5,3.1,3.0,1.9,Q2,ND,2020,67000.0,415000.0,20000.0,53000.0,38000.0,2020Q2,Midwest,5.0,9.0,47000.0,138000.0
North Dakota,61.3,15.9,12.3,4.1,9.3,1.4,Q3,ND,2020,455000.0,495000.0,53000.0,57000.0,33000.0,2020Q3,Midwest,11.0,7.0,402000.0,492000.0
North Dakota,60.2,0.5,5.1,11.5,1.1,5.5,Q4,ND,2020,445000.0,445000.0,45000.0,12500.0,33000.0,2020Q4,Midwest,10.0,7.0,400000.0,445500.0
Ohio,10.7,1.6,1.0,3.0,17.8,3.1,Q1,OH,2015,18000.0,22000.0,10500.0,5000.0,3300.0,2015Q1,Midwest,48.0,15.0,7500.0,15800.0
Ohio,15.8,4.1,3.0,11.9,11.2,29.0,Q2,OH,2015,17500.0,19000.0,2100.0,10000.0,6000.0,2015Q2,Midwest,11.0,32.0,15400.0,31400.0
Ohio,30.7,8.0,0.6,23.4,1.6,1.7,Q3,OH,2015,23000.0,23000.0,1900.0,2300.0,880.0,2015Q3,Midwest,8.0,4.0,21100.0,24280.0
Ohio,36.3,8.8,2.0,7.3,14.5,2.1,Q4,OH,2015,19000.0,19000.0,2400.0,200.0,140.0,2015Q4,Midwest,13.0,1.0,16600.0,16940.0
Ohio,41.6,4.3,0.2,1.3,10.2,5.3,Q1,OH,2016,16500.0,16500.0,2900.0,760.0,50.0,2016Q1,Midwest,18.0,0.0,13600.0,14410.0
Ohio,10.6,2.2,0.6,18.3,2.9,1.4,Q2,OH,2016,14000.0,16500.0,1700.0,6000.0,1100.0,2016Q2,Midwest,10.0,7.0,12300.0,19400.0
Ohio,60.6,10.6,2.3,2.9,3.6,3.2,Q3,OH,2016,21000.0,21000.0,1600.0,980.0,630.0,2016Q3,Midwest,8.0,3.0,19400.0,21010.0
Ohio,42.0,18.1,0.8,4.2,11.2,10.9,Q4,OH,2016,19500.0,19500.0,2100.0,20.0,140.0,2016Q4,Midwest,11.0,1.0,17400.0,17560.0
Ohio,25.8,11.6,0.6,0.1,5.2,16.5,Q1,OH,2017,15500.0,17500.0,4400.0,1300.0,530.0,2017Q1,Midwest,25.0,3.0,11100.0,12930.0
Ohio,45.5,6.4,6.2,10.4,16.6,3.0,Q2,OH,2017,13500.0,15000.0,1100.0,7000.0,2500.0,2017Q2,Midwest,7.0,17.0,12400.0,21900.0
Ohio,51.5,19.1,4.7,6.7,11.7,7.0,Q3,OH,2017,23000.0,23000.0,1800.0,1100.0,1800.0,2017Q3,Midwest,8.0,8.0,21200.0,24100.0
Ohio,45.3,23.3,7.1,6.4,8.4,2.9,Q4,OH,2017,18500.0,18500.0,2800.0,510.0,960.0,2017Q4,Midwest,15.0,5.0,15700.0,17170.0
Ohio,39.6,10.0,6.5,3.2,15.8,11.6,Q1,OH,2018,12000.0,14000.0,4500.0,300.0,580.0,2018Q1,Midwest,32.0,4.0,7500.0,8380.0
Ohio,38.8,30.7,1.7,2.7,21.6,1.5,Q2,OH,2018,11000.0,13000.0,1500.0,9000.0,2100.0,2018Q2,Midwest,12.0,16.0,9500.0,20600.0
Ohio,58.9,40.9,2.6,1.3,11.9,1.2,Q3,OH,2018,16000.0,16000.0,1300.0,1300.0,2100.0,2018Q3,Midwest,8.0,13.0,14700.0,18100.0
Ohio,29.3,5.8,0.1,8.1,2.4,9.9,Q4,OH,2018,15500.0,15500.0,2100.0,170.0,450.0,2018Q4,Midwest,14.0,3.0,13400.0,14020.0
Ohio,49.3,9.9,11.1,1.1,6.7,3.1,Q1,OH,2019,10500.0,12500.0,3500.0,1700.0,440.0,2019Q1,Midwest,28.0,4.0,7000.0,9140.0
Ohio,44.95,16.45,7.65,1.45,6.3,3.5,Q2,OH,2019,15000.0,16000.0,2550.0,2250.0,1720.0,2019Q2,Midwest,17.0,11.0,12450.0,16420.0
Ohio,40.6,23.0,4.2,1.8,5.9,3.9,Q3,OH,2019,19500.0,19500.0,1600.0,2800.0,3000.0,2019Q3,Midwest,8.0,15.0,17900.0,23700.0
Ohio,33.2,5.6,0.4,0.6,3.3,7.6,Q4,OH,2019,19000.0,19000.0,2700.0,800.0,390.0,2019Q4,Midwest,14.0,2.0,16300.0,17490.0
Ohio,17.6,3.6,1.1,0.0,3.0,13.4,Q1,OH,2020,15500.0,21000.0,6000.0,840.0,1100.0,2020Q1,Midwest,29.0,5.0,9500.0,11440.0
Ohio,23.8,12.0,6.2,5.8,7.3,13.3,Q2,OH,2020,15500.0,16500.0,1700.0,9500.0,3700.0,2020Q2,Midwest,10.0,22.0,13800.0,27000.0
Ohio,28.6,10.4,0.8,3.7,10.8,1.4,Q3,OH,2020,22000.0,22000.0,1900.0,730.0,2100.0,2020Q3,Midwest,9.0,10.0,20100.0,22930.0
Ohio,42.4,12.4,0.9,6.4,2.5,1.7,Q4,OH,2020,21000.0,21000.0,1600.0,10.0,490.0,2020Q4,Midwest,8.0,2.0,19400.0,19900.0
Oklahoma,14.5,10.1,0.5,0.0,2.1,2.9,Q1,OK,2015,9500.0,26000.0,6000.0,2600.0,260.0,2015Q1,South,23.0,1.0,3500.0,6360.0
Oklahoma,66.1,6.3,0.0,0.1,7.0,1.9,Q2,OK,2015,25000.0,27000.0,2200.0,5500.0,2200.0,2015Q2,South,8.0,8.0,22800.0,30500.0
Oklahoma,1.6,2.3,0.1,0.1,0.6,0.4,Q3,OK,2015,19500.0,22000.0,230.0,160.0,190.0,2015Q3,South,1.0,1.0,19270.0,19620.0
Oklahoma,2.8,4.5,0.1,0.1,1.3,2.5,Q4,OK,2015,5000.0,10000.0,650.0,290.0,60.0,2015Q4,South,7.0,1.0,4350.0,4700.0
Oklahoma,4.9,1.2,0.0,0.3,0.9,21.0,Q1,OK,2016,13500.0,13500.0,3300.0,4800.0,570.0,2016Q1,South,24.0,4.0,10200.0,15570.0
Oklahoma,51.8,2.8,0.2,1.2,0.6,0.4,Q2,OK,2016,12000.0,13000.0,310.0,4000.0,10000.0,2016Q2,South,2.0,77.0,11690.0,25690.0
Oklahoma,7.5,6.5,0.3,0.7,1.4,21.8,Q3,OK,2016,3700.0,3700.0,560.0,30.0,30.0,2016Q3,South,15.0,1.0,3140.0,3200.0
Oklahoma,4.9,0.5,0.0,0.1,0.1,0.7,Q4,OK,2016,3100.0,44000.0,2700.0,120.0,30.0,2016Q4,South,6.0,0.0,400.0,550.0
Oklahoma,11.9,1.0,5.6,0.1,0.5,0.3,Q1,OK,2017,26000.0,26000.0,550.0,9500.0,1700.0,2017Q1,South,2.0,7.0,25450.0,36650.0
Oklahoma,23.6,2.3,11.2,0.5,7.7,0.3,Q2,OK,2017,17000.0,17000.0,200.0,4700.0,1200.0,2017Q2,South,1.0,7.0,16800.0,22700.0
Oklahoma,22.0,23.0,10.0,3.8,4.7,2.0,Q3,OK,2017,4400.0,4400.0,510.0,80.0,270.0,2017Q3,South,12.0,6.0,3890.0,4240.0
Oklahoma,1.0,0.5,6.6,1.95,0.0,0.2,Q4,OK,2017,3700.0,46000.0,100.0,40.0,255.0,2017Q4,South,0.0,7.0,3600.0,3895.0
Oklahoma,24.1,8.5,3.2,0.1,3.1,2.0,Q1,OK,2018,17000.0,18000.0,3700.0,890.0,240.0,2018Q1,South,21.0,1.0,13300.0,14430.0
Oklahoma,60.2,10.9,9.6,26.7,12.4,0.1,Q2,OK,2018,15500.0,15500.0,1700.0,10500.0,6500.0,2018Q2,South,11.0,42.0,13800.0,30800.0
Oklahoma,59.6,51.1,0.1,23.5,17.2,23.4,Q3,OK,2018,2100.0,2100.0,370.0,20.0,10.0,2018Q3,South,18.0,0.0,1730.0,1760.0
Oklahoma,13.1,0.4,0.0,17.65,0.0,0.3,Q4,OK,2018,2200.0,57000.0,2500.0,60.0,20.0,2018Q4,South,4.0,0.0,-300.0,-220.0
Oklahoma,7.7,0.3,0.03,11.8,0.0,0.0,Q1,OK,2019,21000.0,55000.0,50.0,20.0,380.0,2019Q1,South,0.0,2.0,20950.0,21350.0
Oklahoma,18.35,0.85,0.07,5.95,2.05,2.2,Q2,OK,2019,14250.0,31250.0,490.0,75.0,740.0,2019Q2,South,3.0,5.0,13760.0,14575.0
Oklahoma,29.0,1.4,0.1,0.1,4.1,4.4,Q3,OK,2019,7500.0,7500.0,930.0,130.0,1100.0,2019Q3,South,12.0,15.0,6570.0,7800.0
Oklahoma,1.0,0.4,0.05,0.4,0.4,0.1,Q4,OK,2019,6500.0,37000.0,2500.0,460.0,1767.0,2019Q4,South,7.0,27.0,4000.0,6227.0
Oklahoma,11.4,0.6,0.0,0.5,0.0,0.0,Q1,OK,2020,19500.0,19500.0,700.0,5000.0,2433.0,2020Q1,South,4.0,12.0,18800.0,26233.0
Oklahoma,16.2,3.9,0.0,0.9,15.1,5.1,Q2,OK,2020,16000.0,16000.0,1500.0,6000.0,3100.0,2020Q2,South,9.0,19.0,14500.0,23600.0
Oklahoma,52.4,8.0,0.9,1.7,2.4,0.8,Q3,OK,2020,7000.0,8000.0,1100.0,150.0,930.0,2020Q3,South,14.0,12.0,5900.0,6980.0
Oklahoma,2.3,1.1,0.0,0.0,0.0,0.8,Q4,OK,2020,7000.0,28000.0,300.0,250.0,930.0,2020Q4,South,1.0,13.0,6700.0,7880.0
Oregon,20.2,2.0,0.4,0.6,1.6,1.1,Q1,OR,2015,77000.0,87000.0,6500.0,4300.0,2400.0,2015Q1,West,8.0,3.0,70500.0,77200.0
Oregon,39.3,20.9,13.2,16.0,5.8,0.4,Q2,OR,2015,82000.0,95000.0,5500.0,14500.0,9500.0,2015Q2,West,6.0,10.0,76500.0,100500.0
Oregon,56.0,20.8,5.2,3.1,4.8,3.8,Q3,OR,2015,68000.0,100000.0,8500.0,8000.0,21000.0,2015Q3,West,9.0,21.0,59500.0,88500.0
Oregon,16.4,1.3,1.5,1.5,1.7,1.5,Q4,OR,2015,100000.0,114000.0,8500.0,200.0,1400.0,2015Q4,West,8.0,1.0,91500.0,93100.0
Oregon,20.4,15.0,5.3,0.0,2.4,0.3,Q1,OR,2016,68000.0,92000.0,2900.0,3800.0,1300.0,2016Q1,West,3.0,1.0,65100.0,70200.0
Oregon,52.7,14.5,9.9,2.6,16.7,6.0,Q2,OR,2016,77000.0,132000.0,4300.0,19000.0,16000.0,2016Q2,West,3.0,12.0,72700.0,107700.0
Oregon,52.9,18.5,12.5,9.6,5.1,1.5,Q3,OR,2016,107000.0,112000.0,7500.0,2900.0,4300.0,2016Q3,West,7.0,4.0,99500.0,106700.0
Oregon,25.5,2.8,13.0,2.8,2.6,1.3,Q4,OR,2016,98000.0,124000.0,9500.0,1500.0,1000.0,2016Q4,West,8.0,1.0,88500.0,91000.0
Oregon,28.7,8.5,10.1,9.1,15.4,8.5,Q1,OR,2017,71000.0,90000.0,8000.0,7500.0,1400.0,2017Q1,West,9.0,2.0,63000.0,71900.0
Oregon,37.2,10.6,8.8,3.5,15.8,11.3,Q2,OR,2017,71000.0,92000.0,5000.0,15500.0,22000.0,2017Q2,West,5.0,24.0,66000.0,103500.0
Oregon,54.4,10.6,11.3,13.2,6.4,1.8,Q3,OR,2017,94000.0,101000.0,13500.0,7500.0,28000.0,2017Q3,West,13.0,28.0,80500.0,116000.0
Oregon,50.6,23.3,28.0,14.2,3.9,1.8,Q4,OR,2017,94000.0,94000.0,10000.0,70.0,18500.0,2017Q4,West,11.0,20.0,84000.0,102570.0
Oregon,36.0,0.7,1.2,6.7,3.7,1.0,Q1,OR,2018,81000.0,89000.0,4800.0,16500.0,3900.0,2018Q1,West,5.0,4.0,76200.0,96600.0
Oregon,46.1,3.5,8.1,6.6,15.6,0.2,Q2,OR,2018,41000.0,107000.0,3400.0,17500.0,24000.0,2018Q2,West,3.0,22.0,37600.0,79100.0
Oregon,57.2,2.8,7.0,45.1,10.7,0.8,Q3,OR,2018,116000.0,117000.0,13000.0,3000.0,49000.0,2018Q3,West,11.0,42.0,103000.0,155000.0
Oregon,44.1,4.6,16.0,14.8,0.9,0.2,Q4,OR,2018,89000.0,101000.0,13000.0,10500.0,12000.0,2018Q4,West,13.0,12.0,76000.0,98500.0
Oregon,18.0,0.1,0.2,0.2,2.7,0.5,Q1,OR,2019,89000.0,95000.0,7500.0,8000.0,1800.0,2019Q1,West,8.0,2.0,81500.0,91300.0
Oregon,26.7,6.45,10.0,7.65,9.65,0.45,Q2,OR,2019,86000.0,106500.0,7750.0,7000.0,11400.0,2019Q2,West,9.0,13.0,78250.0,96650.0
Oregon,35.4,12.8,19.8,15.1,16.6,0.4,Q3,OR,2019,83000.0,118000.0,8000.0,6000.0,21000.0,2019Q3,West,7.0,18.0,75000.0,102000.0
Oregon,35.8,2.1,4.7,1.8,16.6,16.0,Q4,OR,2019,115000.0,130000.0,15000.0,650.0,2000.0,2019Q4,West,12.0,2.0,100000.0,102650.0
